date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:06	101652/101652	---M--	200	added ('OK')	application/x-font-woff	etag:%2218d14-64453766-31ccd1d5969da9af;;;%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
11:17:06	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-64453766-8bdc7ed5d3bfc6c2;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
11:17:09	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-64453766-a301ac3ba651a296;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
11:17:09	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-64453766-29df05c0dce249c;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
11:17:11	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-64453766-29df05c0dce249c;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
11:17:12	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-64453766-f703f2dda6c4ffb8;;;%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
11:17:32	134040/134040	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220b98-64453766-59583d26833049d5;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
11:17:33	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-64453766-48870036672f72e1;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
11:17:34	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6819-64453766-e09c4b392baf7a02;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
11:17:35	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-64453766-48870036672f72e1;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
11:17:35	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-64453766-b8262b7fff7db41b;;;%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
11:17:35	16276/16276	---M--	200	added ('OK')	application/x-font-woff	etag:%223f94-64453766-1963a0bed6eaa419;;;%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
11:17:36	33736/33736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2283c8-64453766-7150fcaeb3ed212e;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
11:17:40	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-64453766-45bb53e6014102ff;gz%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
11:17:41	99891/99891	---M--	200	added ('OK')	image/jpeg	etag:%2218633-618689cf-1dbe3127b100d5ff;;;%22	https://decentralisedacct.com/wp-content/uploads/2021/11/img-site17-1024x640-1.jpg	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/uploads/2021/11/img-site17-1024x640-1.jpg	(from https://decentralisedacct.com/login/)
11:17:43	12954/12954	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:17:42%20GMT	https://decentralisedacct.com/wp-json/wp/v2/pages/788	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/wp/v2/pages/788.json	(from https://decentralisedacct.com/login/)
11:17:45	2380/2380	---M-Z	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:17:43%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Flogin%2F	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embed7077.json	(from https://decentralisedacct.com/login/)
11:17:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2008:17:44%20GMT	https://decentralisedacct.com/?p=788	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/indexc2d1.html	(from https://decentralisedacct.com/login/)
11:17:47	2442/2442	---M-Z	200	added ('OK')	text/xml	date:Fri,%2005%20Jan%202024%2008:17:46%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Flogin%2F&format=xml	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embed128f	(from https://decentralisedacct.com/login/)
11:17:50	122242/122242	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2008:17:47%20GMT	https://decentralisedacct.com/password-reset/	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/password-reset/index.html	(from https://decentralisedacct.com/login/)
11:17:51	42941/42941	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:17:50%20GMT	https://decentralisedacct.com/wp-json/wp/v2/pages/789	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/wp/v2/pages/789.json	(from https://decentralisedacct.com/register/)
11:17:51	2398/2398	---M-Z	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:17:50%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Fregister%2F	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embed24b6.json	(from https://decentralisedacct.com/register/)
11:17:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2008:17:51%20GMT	https://decentralisedacct.com/?p=789	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/indexd4ce.html	(from https://decentralisedacct.com/register/)
11:17:53	2460/2460	---M-Z	200	added ('OK')	text/xml	date:Fri,%2005%20Jan%202024%2008:17:52%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Fregister%2F&format=xml	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embedf329	(from https://decentralisedacct.com/register/)
11:17:56	81355/81355	---M-Z	200	added ('OK')	text/css	etag:%2213dcb-6186de8c-d1f6276a177fd902;gz%22	https://decentralisedacct.com/wp-content/plugins/wpforms/pro/assets/css/vendor/intl-tel-input.min.css?ver=17.0.3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/wpforms/pro/assets/css/vendor/intl-tel-input.minc0f4.css	(from https://decentralisedacct.com/contact-us/)
11:17:57	48056/48056	---M-Z	200	added ('OK')	text/css	etag:%22bbb8-6186de8c-2e1d68806a2f1b68;gz%22	https://decentralisedacct.com/wp-content/plugins/wpforms/assets/css/wpforms-full.css?ver=1.6.2.3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/wpforms/assets/css/wpforms-fullf343.css	(from https://decentralisedacct.com/contact-us/)
11:18:00	12515/12515	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:17:57%20GMT	https://decentralisedacct.com/wp-json/wp/v2/pages/841	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/wp/v2/pages/841.json	(from https://decentralisedacct.com/contact-us/)
11:18:02	28980/28980	---M-Z	200	added ('OK')	application/javascript	etag:%227134-6186de8c-74bce2832bc33a71;gz%22	https://decentralisedacct.com/wp-content/plugins/wpforms/pro/assets/js/vendor/jquery.intl-tel-input.min.js?ver=17.0.3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/wpforms/pro/assets/js/vendor/jquery.intl-tel-input.minc0f4.js	(from https://decentralisedacct.com/contact-us/)
11:18:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2008:18:01%20GMT	https://decentralisedacct.com/?p=841	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/indexc308.html	(from https://decentralisedacct.com/contact-us/)
11:18:03	24368/24368	---M-Z	200	added ('OK')	application/javascript	etag:%225f30-6186de8c-174f7d441ed74ee6;gz%22	https://decentralisedacct.com/wp-content/plugins/wpforms/assets/js/jquery.validate.min.js?ver=1.19.0	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/wpforms/assets/js/jquery.validate.minb3a6.js	(from https://decentralisedacct.com/contact-us/)
11:18:04	4014/4014	---M-Z	200	added ('OK')	application/javascript	etag:%22fae-6186de8c-a86ec2f1a93de514;gz%22	https://decentralisedacct.com/wp-content/plugins/wpforms/assets/js/mailcheck.min.js?ver=1.1.2	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/wpforms/assets/js/mailcheck.mincfa9.js	(from https://decentralisedacct.com/contact-us/)
11:18:07	58982/58982	---M-Z	200	added ('OK')	application/javascript	etag:%22e666-6186de8c-7441894a309046bf;gz%22	https://decentralisedacct.com/wp-content/plugins/wpforms/assets/js/wpforms.js?ver=1.6.2.3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/wpforms/assets/js/wpformsf343.js	(from https://decentralisedacct.com/contact-us/)
11:18:09	124585/124585	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2008:18:07%20GMT	https://decentralisedacct.com/login/?redirect_to=https%3A%2F%2Fdecentralisedacct.com%2Fdashboard%2F	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/login/indexdb60.html	(from https://decentralisedacct.com/dashboard/)
11:18:09	22881/22881	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:18:09%20GMT	https://decentralisedacct.com/wp-json/wp/v2/pages/3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/wp/v2/pages/3.json	(from https://decentralisedacct.com/privacy-policy/)
11:18:10	124591/124591	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jan%202024%2008:18:09%20GMT	https://decentralisedacct.com/login/?redirect_to=https%3A%2F%2Fdecentralisedacct.com%2Fwithdrawal-2%2F	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/login/index1e51.html	(from https://decentralisedacct.com/withdrawal-2/)
11:18:11	2853/2853	---M-Z	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:18:10%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Fprivacy-policy%2F	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embed7bc5.json	(from https://decentralisedacct.com/privacy-policy/)
11:18:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2008:18:10%20GMT	https://decentralisedacct.com/?p=3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/index2207.html	(from https://decentralisedacct.com/privacy-policy/)
11:18:12	2921/2921	---M-Z	200	added ('OK')	text/xml	date:Fri,%2005%20Jan%202024%2008:18:10%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Fprivacy-policy%2F&format=xml	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embed8b23	(from https://decentralisedacct.com/privacy-policy/)
11:18:12	12136/12136	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f68-6445212b-a0ef2a592cb707ef;gz%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:12	7536/7536	---M--	200	added ('OK')	application/x-font-woff	etag:%221d70-6445212b-cfe0d853b9c40fd9;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:13	11968/11968	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222ec0-6445212b-5d7802d6111d9296;gz%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:14	13691/13691	---M-Z	200	added ('OK')	image/svg+xml	etag:%22357b-6445212b-73a877dadbf3df51;gz%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:15	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%22146-6445212b-5f3cc3ee53334f31;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:15	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%22146-6445212b-19546de6cad13e50;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:16	70/70	---M--	200	added ('OK')	image/png	etag:%2246-6445212b-b501b05e1af0c72d;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:16	70/70	---M--	200	added ('OK')	image/png	etag:%2246-6445212b-1eced85fe9143c95;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:16	70/70	---M--	200	added ('OK')	image/png	etag:%2246-6445212b-6576d50cd19addd8;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:17	71/71	---M--	200	added ('OK')	image/png	etag:%2247-6445212b-887793726488f3cd;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:17	90/90	---M--	200	added ('OK')	image/png	etag:%225a-6445212b-55432427807f3783;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:17	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-6445212b-3b2218591441c824;;;%22	https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://decentralisedacct.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.12)
11:18:19	56392/56392	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22dc48-5f11dba8-f7a1a8386377de42;gz%22	https://decentralisedacct.com/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-includes/fonts/dashicons7d4b.ttf	(from https://decentralisedacct.com/wp-includes/css/dashicons.min.css)
11:18:20	38205/38205	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22953d-6186da23-5c6bd0f444e231ae;gz%22	https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfont.eot?v=4.0.3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfontba72.eot	(from https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css)
11:18:21	38205/38205	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22953d-6186da23-5c6bd0f444e231ae;gz%22	https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfont.eot?	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfontd41d.eot	(from https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css)
11:18:21	44432/44432	---M--	200	added ('OK')	application/x-font-woff	etag:%22ad90-6186da23-8e90685afb82d9de;;;%22	https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfont.woff?v=4.0.3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfontba72.woff	(from https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css)
11:18:21	80652/80652	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2213b0c-6186da23-68bb7d4a1451fa5d;gz%22	https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfont.ttf?v=4.0.3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfontba72.ttf	(from https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css)
11:18:22	202148/202148	---M-Z	200	added ('OK')	image/svg+xml	etag:%22315a4-6186da23-fdb30b8f425bd43;gz%22	https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfont.svg?v=4.0.3	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/fonts/fontawesome-webfontba72.svg	(from https://decentralisedacct.com/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css)
11:18:30	90060/90060	---M--	200	added ('OK')	application/x-font-woff	etag:%2215fcc-64453766-2de9877f7189a652;;;%22	https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://decentralisedacct.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
11:18:31	10770/10770	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:18:30%20GMT	https://decentralisedacct.com/wp-json/wp/v2/pages/793	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/wp/v2/pages/793.json	(from https://decentralisedacct.com/password-reset/)
11:18:33	2434/2434	---M-Z	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:18:32%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Fpassword-reset%2F	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embeda406.json	(from https://decentralisedacct.com/password-reset/)
11:18:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Jan%202024%2008:18:32%20GMT	https://decentralisedacct.com/?p=793	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/index01f7.html	(from https://decentralisedacct.com/password-reset/)
11:18:35	2496/2496	---M-Z	200	added ('OK')	text/xml	date:Fri,%2005%20Jan%202024%2008:18:33%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Fpassword-reset%2F&format=xml	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embedc567	(from https://decentralisedacct.com/password-reset/)
11:18:37	174369/174369	---M--	200	added ('OK')	image/png	etag:%222a921-6186de8c-2fb101941ce9a54;;;%22	https://decentralisedacct.com/wp-content/plugins/wpforms/pro/assets/images/vendor/intl-tel-input-flags@2x.png	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/wpforms/pro/assets/images/vendor/intl-tel-input-flags@2x.png	(from https://decentralisedacct.com/wp-content/plugins/wpforms/pro/assets/css/vendor/intl-tel-input.min.css?ver=17.0.3)
11:18:38	602/602	---M-Z	200	added ('OK')	image/svg+xml	etag:%2225a-6186de8d-f9b944a676cd27e8;gz%22	https://decentralisedacct.com/wp-content/plugins/wpforms/assets/images/times-solid-white.svg	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-content/plugins/wpforms/assets/images/times-solid-white.svg	(from https://decentralisedacct.com/wp-content/plugins/wpforms/assets/css/wpforms-full.css?ver=1.6.2.3)
11:18:40	2586/2586	---M-Z	200	added ('OK')	text/xml	date:Fri,%2005%20Jan%202024%2008:18:39%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Fcontact-us%2F&format=xml	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embed030c	(from https://decentralisedacct.com/contact-us/)
11:18:40	2524/2524	---M-Z	200	added ('OK')	application/json	date:Fri,%2005%20Jan%202024%2008:18:39%20GMT	https://decentralisedacct.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdecentralisedacct.com%2Fcontact-us%2F	C:/Word/Projects/RabsonFam/Tee/T/decentralisedacct.com/wp-json/oembed/1.0/embed760d	(from https://decentralisedacct.com/contact-us/)
